COUNTRY,Country ,FIELD,Field,ISC11_LEVEL_CAT,Level of education,Value
LTU,Lithuania,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),73.3
LTU,Lithuania,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),70.4
LTU,Lithuania,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),41.6
LTU,Lithuania,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),20.6
LTU,Lithuania,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),40.6
LTU,Lithuania,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),87.5
LTU,Lithuania,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),47.1
LUX,Luxembourg,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),74.8
LUX,Luxembourg,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),72.2
LUX,Luxembourg,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),56.1
LUX,Luxembourg,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),41.7
LUX,Luxembourg,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),17.6
LVA,Latvia,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),89.1
LVA,Latvia,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),78.4
LVA,Latvia,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),66.7
LVA,Latvia,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),41.6
LVA,Latvia,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),29
LVA,Latvia,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),27.9
LVA,Latvia,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),92.6
LVA,Latvia,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),59.6
MEX,Mexico,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),73.9
MEX,Mexico,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),58.7
MEX,Mexico,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),60
MEX,Mexico,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),46.5
MEX,Mexico,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),28.4
MEX,Mexico,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),35.9
MEX,Mexico,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),67.8
MEX,Mexico,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),28.5
NLD,Netherlands,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),78.2
NLD,Netherlands,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),56.8
NLD,Netherlands,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),52.8
NLD,Netherlands,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),24.6
NLD,Netherlands,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),20.4
NLD,Netherlands,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),52.6
NLD,Netherlands,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),77.1
NLD,Netherlands,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),55
NOR,Norway,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),74.8
NOR,Norway,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),60.6
NOR,Norway,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),59.4
NOR,Norway,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),29.3
NOR,Norway,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),20.3
NOR,Norway,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),49.2
NOR,Norway,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),85.5
NOR,Norway,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),41.5
NZL,New Zealand,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),82.6
NZL,New Zealand,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),65.3
NZL,New Zealand,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),57.6
NZL,New Zealand,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),41.8
NZL,New Zealand,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),26.8
NZL,New Zealand,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),56.4
NZL,New Zealand,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),79.4
NZL,New Zealand,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),49.1
POL,Poland,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),85.4
POL,Poland,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),77.6
POL,Poland,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),68.7
POL,Poland,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),44.9
POL,Poland,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),37.6
POL,Poland,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),52.4
POL,Poland,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),71.8
POL,Poland,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),54.2
PRT,Portugal,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),91.3
PRT,Portugal,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),60.5
PRT,Portugal,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),61.4
PRT,Portugal,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),55
PRT,Portugal,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),28.3
PRT,Portugal,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),61.6
PRT,Portugal,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),81.3
PRT,Portugal,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),45.6
RUS,Russia,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),81.6
RUS,Russia,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),71.6
RUS,Russia,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),63.5
RUS,Russia,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),38.5
RUS,Russia,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),32.1
RUS,Russia,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),45.4
RUS,Russia,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),81.3
RUS,Russia,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),43.8
SAU,Saudi Arabia,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),0
SAU,Saudi Arabia,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),64.6
SAU,Saudi Arabia,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),4.6
SAU,Saudi Arabia,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),94.9
SAU,Saudi Arabia,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),100
SVK,Slovak Republic,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),78
SVK,Slovak Republic,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),69.7
SVK,Slovak Republic,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),68.2
SVK,Slovak Republic,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),44.5
SVK,Slovak Republic,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),32.3
SVK,Slovak Republic,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),52.7
SVK,Slovak Republic,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),80.8
SVK,Slovak Republic,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),37.3
SVN,Slovenia,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),92.3
SVN,Slovenia,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),73.2
SVN,Slovenia,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),67.9
SVN,Slovenia,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),40.9
SVN,Slovenia,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),23.9
SVN,Slovenia,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),51.7
SVN,Slovenia,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),80
SVN,Slovenia,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),56
SWE,Sweden,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),88.6
SWE,Sweden,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),63.5
SWE,Sweden,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),64
SWE,Sweden,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),41.8
SWE,Sweden,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),34
SWE,Sweden,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),60.7
SWE,Sweden,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),85.4
SWE,Sweden,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),61.3
TUR,Turkey,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),60.8
TUR,Turkey,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),62.3
TUR,Turkey,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),45.4
TUR,Turkey,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),58.2
TUR,Turkey,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),32.6
TUR,Turkey,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),38.1
TUR,Turkey,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),74.1
TUR,Turkey,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),28.4
USA,United States,F1,Education,L6,Bachelor’s or equivalent level (ISCED2011 level 6),79.4
USA,United States,F2,Humanities and arts,L6,Bachelor’s or equivalent level (ISCED2011 level 6),60
USA,United States,F3,"Social sciences, business and law",L6,Bachelor’s or equivalent level (ISCED2011 level 6),55.4
USA,United States,F4,"Science, mathematics and computing",L6,Bachelor’s or equivalent level (ISCED2011 level 6),43.6
USA,United States,F5,"Engineering, manufacturing and construction",L6,Bachelor’s or equivalent level (ISCED2011 level 6),20.3
USA,United States,F6,Agriculture and veterinary,L6,Bachelor’s or equivalent level (ISCED2011 level 6),50.5
USA,United States,F7,Health and Welfare,L6,Bachelor’s or equivalent level (ISCED2011 level 6),84.8
USA,United States,F8,Services,L6,Bachelor’s or equivalent level (ISCED2011 level 6),53.6
AUS,Australia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),75
AUS,Australia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),65.3
AUS,Australia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),51.2
AUS,Australia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),31.9
AUS,Australia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),29.2
AUS,Australia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),63.6
AUS,Australia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),72.7
AUS,Australia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),48.1
AUT,Austria,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),74.3
AUT,Austria,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),67.6
AUT,Austria,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),57.5
AUT,Austria,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),36.3
AUT,Austria,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),28.3
AUT,Austria,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),68.9
AUT,Austria,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),62.7
AUT,Austria,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),43.9
BEL,Belgium,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),76.2
BEL,Belgium,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),65.7
BEL,Belgium,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),59.9
BEL,Belgium,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),37.1
BEL,Belgium,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),25.7
BEL,Belgium,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),59.4
BEL,Belgium,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),67.2
BEL,Belgium,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),36.9
BRA,Brazil,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),70.3
BRA,Brazil,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),56.9
BRA,Brazil,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),50.5
BRA,Brazil,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),45.2
BRA,Brazil,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),42.5
BRA,Brazil,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),53.3
BRA,Brazil,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),71.7
BRA,Brazil,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),60.3
CHE,Switzerland,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),62.3
CHE,Switzerland,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),61
CHE,Switzerland,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),49.9
CHE,Switzerland,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),36.2
CHE,Switzerland,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),20.2
CHE,Switzerland,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),42.4
CHE,Switzerland,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),60
CHE,Switzerland,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),36.9
CHL,Chile,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),71.4
CHL,Chile,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),53.9
CHL,Chile,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),48.6
CHL,Chile,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),37.3
CHL,Chile,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),28
CHL,Chile,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),46.5
CHL,Chile,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),57.4
CHL,Chile,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),38.5
COL,Colombia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),65.6
COL,Colombia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),45.6
COL,Colombia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),56.6
COL,Colombia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),36.5
COL,Colombia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),33.5
COL,Colombia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),36.1
COL,Colombia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),63.4
COL,Colombia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),41.7
CRI,Costa Rica,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),71.7
CRI,Costa Rica,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),60.7
CRI,Costa Rica,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),53
CRI,Costa Rica,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),36.1
CRI,Costa Rica,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),23.4
CRI,Costa Rica,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),36.5
CRI,Costa Rica,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),64
CRI,Costa Rica,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),51.5
CZE,Czech Republic,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),84.3
CZE,Czech Republic,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),68.9
CZE,Czech Republic,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),67
CZE,Czech Republic,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),38.4
CZE,Czech Republic,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),27.2
CZE,Czech Republic,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),60.9
CZE,Czech Republic,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),74.8
CZE,Czech Republic,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),51
DEU,Germany,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),72
DEU,Germany,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),71.9
DEU,Germany,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),54.7
DEU,Germany,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),44.3
DEU,Germany,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),23.7
DEU,Germany,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),61.7
DEU,Germany,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),66.3
DEU,Germany,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),53.5
DNK,Denmark,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),71
DNK,Denmark,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),68.3
DNK,Denmark,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),56.1
DNK,Denmark,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),39.5
DNK,Denmark,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),41.4
DNK,Denmark,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),74.3
DNK,Denmark,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),71.9
DNK,Denmark,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),49.8
ESP,Spain,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),65.5
ESP,Spain,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),61.1
ESP,Spain,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),56.7
ESP,Spain,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),45.3
ESP,Spain,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),35.3
ESP,Spain,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),57.3
ESP,Spain,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),69.1
ESP,Spain,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),40.6
EST,Estonia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),91.6
EST,Estonia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),73
EST,Estonia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),75.8
EST,Estonia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),54.8
EST,Estonia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),36.4
EST,Estonia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),73.2
EST,Estonia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),77.1
EST,Estonia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),64.1
FIN,Finland,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),82.5
FIN,Finland,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),74.2
FIN,Finland,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),64.8
FIN,Finland,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),47.2
FIN,Finland,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),25.1
FIN,Finland,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),64
FIN,Finland,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),76.9
FIN,Finland,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),55.9
FRA,France,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),76.4
FRA,France,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),69.6
FRA,France,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),58.5
FRA,France,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),37.4
FRA,France,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),33.6
FRA,France,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),66.2
FRA,France,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),63.9
FRA,France,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),46.2
GBR,United Kingdom,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),72.4
GBR,United Kingdom,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),64.5
GBR,United Kingdom,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),54.5
GBR,United Kingdom,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),50
GBR,United Kingdom,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),29.5
GBR,United Kingdom,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),59.5
GBR,United Kingdom,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),74.3
GBR,United Kingdom,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),60.7
GRC,Greece,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),73.7
GRC,Greece,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),65.7
GRC,Greece,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),62.7
GRC,Greece,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),47.5
GRC,Greece,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),43.9
GRC,Greece,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),57.9
GRC,Greece,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),69.5
GRC,Greece,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),65.1
HUN,Hungary,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),74.3
HUN,Hungary,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),63.6
HUN,Hungary,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),66
HUN,Hungary,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),42.3
HUN,Hungary,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),29.4
HUN,Hungary,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),54.9
HUN,Hungary,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),62.9
HUN,Hungary,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),47.6
IDN,Indonesia,F1,Education,L7,Master’s or equivalent level (ISCED2011 level 7),53.3
IDN,Indonesia,F2,Humanities and arts,L7,Master’s or equivalent level (ISCED2011 level 7),43.5
IDN,Indonesia,F3,"Social sciences, business and law",L7,Master’s or equivalent level (ISCED2011 level 7),43.7
IDN,Indonesia,F4,"Science, mathematics and computing",L7,Master’s or equivalent level (ISCED2011 level 7),44.5
IDN,Indonesia,F5,"Engineering, manufacturing and construction",L7,Master’s or equivalent level (ISCED2011 level 7),27.4
IDN,Indonesia,F6,Agriculture and veterinary,L7,Master’s or equivalent level (ISCED2011 level 7),44.2
IDN,Indonesia,F7,Health and Welfare,L7,Master’s or equivalent level (ISCED2011 level 7),65.5
IDN,Indonesia,F8,Services,L7,Master’s or equivalent level (ISCED2011 level 7),35.7
